HR,COLOR,VMAG,GLON,GLAT
2022,ffffffff,1,-112.53,-29.78
2023,ffffffff,1,-82.18,-30.93
2024,ffffffff,1,-24.02,-12.57
2025,ffffffff,1,8.42,6.69
2026,ffffffff,1,-47.82,-23.29
2027,ffffffff,1,26.56,16.59
2028,ffffffff,1,3.5,3.85
2029,ffffffff,1,22.67,14.72
2030,ffffffff,1,-8.57,-3.34
2031,ffffffff,1,-32.89,-16.76
2032,ffffffff,1,-71.36,-29.34
2033,ffffffff,1,-13.51,-6.22
2034,ffffffff,1,-2.01,0.77
2035,ffffffff,1,-45.82,-22.22
2036,ffffffff,1,-47.91,-22.93
2037,ffffffff,1,-24.41,-12.22
2038,ffffffff,1,-8.31,-2.94
2039,ffffffff,1,-34.41,-17.25
2040,ffffffff,1,-61.35,-27.06
2041,ffffffff,1,32.37,19.44
2042,ffffffff,1,-84.31,-30.69
2043,ffffffff,1,-54.68,-25.02
2044,ffffffff,1,-80.39,-30.3
2045,ffffffff,1,19,13.13
2046,ffffffff,1,1.34,3.15
2047,ff0000ff,1,-8.46,-2.73
2048,ffffffff,1,-16.87,-7.61
2049,ffffffff,1,-79.64,-30.17
2050,ffffffff,1,-15.88,-6.96
2051,ffffffff,1,-23.4,-11.17
2052,ffffffff,1,-8.98,-2.88
2053,ffffffff,1,-63.46,-27.23
2054,ffffffff,1,16.42,11.96
2055,ffffffff,1,-64.45,-27.4
2056,ffffffff,1,-59.36,-26.09
2057,ffffffff,1,-25.49,-12.14
2058,ffffffff,1,-30.05,-14.5
2059,ffffffff,1,-117.35,-28.83
2060,ffffffff,1,-44.85,-21.18
2061,ff0000ff,1,-19.79,-8.96
2062,ffffffff,1,-103.55,-30.52
2063,ffffffff,1,-8.72,-2.49
2064,ffffffff,1,-96.8,-30.8
2065,ffffffff,1,-37.29,-17.85
2066,ffffffff,1,-1.22,2.06
2067,ffffffff,1,-14.16,-5.57
2068,ffffffff,1,-54.53,-24.46
2069,ffffffff,1,-69.32,-28.29
2070,ffffffff,1,-30.67,-14.54
2071,ffffffff,1,-30.84,-14.6
2072,ffffffff,1,-85.48,-30.41
2073,ffffffff,1,-93.46,-30.72
2074,ffffffff,1,-5.32,-0.22
2075,ffffffff,1,-18.09,-7.65
2076,ffffffff,1,-16.37,-6.59
2077,ffffffff,1,21.05,14.69
2078,ffffffff,1,41.66,23.4
2079,ffffffff,1,22,15.18
2080,ffffffff,1,21.27,14.84
2081,ffffffff,1,17.05,12.7
2082,ffffffff,1,-66.12,-27.36
2083,ffffffff,1,-77.72,-29.44
2084,ffffffff,1,-3.97,0.84
2085,ffffffff,1,-39.76,-18.47
2086,ffffffff,1,-48.25,-21.88
2087,ffffffff,1,-63.07,-26.53
2088,ffffffff,1,12.54,10.41
2089,ffffffff,1,-76.89,-29.25
2090,ffffffff,1,-48.66,-21.94
2091,ffffffff,1,13.4,10.94
2092,ffffffff,1,-57.03,-24.73
2093,ffffffff,1,-25.64,-11.31
2094,ffffffff,1,-80.32,-29.63
2095,ffffffff,1,5.66,6.73
2096,ffffffff,1,12.16,10.37
2097,ffffffff,1,-27.67,-12.29
2098,ffffffff,1,-57.68,-24.82
2099,ffffffff,1,-15.49,-5.52
2100,ffffffff,1,-25.14,-10.92
2101,ffffffff,1,15.09,12.01
2102,ffffffff,1,-92.38,-30.42
2103,ffffffff,1,-26.35,-11.43
2104,ffffffff,1,-93.98,-30.42
2105,ffffffff,1,15.99,12.6
2106,ffffffff,1,-61.23,-25.64
2107,ffffffff,1,-35.5,-15.87
2108,ffffffff,1,-35.67,-15.93
2109,ffffffff,1,-28.25,-12.18
2110,ffffffff,1,0.1,3.97
2111,ffffffff,1,-2.9,2.23
2112,ffffffff,1,16.78,13.19
2113,ffffffff,1,-29.79,-12.83
2114,ffffffff,1,-81.27,-29.37
2115,ffffffff,1,10.85,10.21
2116,ffffffff,1,-7.47,-0.2
2117,ffffffff,1,-70.77,-27.59
2118,ffffffff,1,-38.96,-17.08
2119,ffffffff,1,10.4,10.05
2120,ffffffff,1,-69.46,-27.23
2121,ffffffff,1,25.53,17.55
2122,ffffffff,1,1.32,5.07
2123,ffffffff,1,18.2,14.17
2124,ff0000ff,1,-18.68,-6.31
2125,ffffffff,1,-111.13,-29.44
2126,ffffffff,1,29.39,19.31
2127,ffffffff,1,-25.74,-10.13
2128,ffffffff,1,-36.95,-15.77
2129,ffffffff,1,-51.28,-21.74
2130,ff0000ff,1,-10.03,-1.18
2131,ffffffff,1,-60.02,-24.51
2132,ffffffff,1,10.31,10.37
2133,ffffffff,1,-17.02,-5.1
2134,ffffffff,1,-6.99,0.72
2135,ffffffff,1,-9.69,-0.86
2136,ffffffff,1,-40.72,-17.25
2137,ffffffff,1,5.82,8.02
2138,ffffffff,1,-78.86,-28.53
2139,ffffffff,1,1.9,6.02
2140,ffffffff,1,-52.33,-21.62
2141,ffffffff,1,3.43,6.99
2142,ffffffff,1,-33.6,-13.54
2143,ffffffff,1,6.13,8.53
2144,ffffffff,1,-22.73,-7.78
2145,ffffffff,1,-23.85,-8.38
2146,ffffffff,1,-1.78,4.2
2147,ffffffff,1,9.08,10.24
2148,ffffffff,1,-42.87,-17.53
2149,ffffffff,1,-58.43,-23.36
2150,ffffffff,1,-37.01,-14.81
2151,ffffffff,1,-88.97,-29.34
2152,ffffffff,1,24.82,17.94
2153,ffffffff,1,8.28,10.03
2154,ffffffff,1,-31.57,-11.87
2155,ffffffff,1,-41.51,-16.64
2156,ffffffff,1,-50.46,-20.34
2157,ffffffff,1,-72.13,-26.78
2158,ffffffff,1,-72.18,-26.76
2159,ffffffff,1,-14.81,-2.72
2160,ffffffff,1,-61.98,-24.16
2161,ffffffff,1,-38.04,-14.9
2162,ffffffff,1,-75.9,-27.43
2163,ffffffff,1,-49.46,-19.78
2164,ffffffff,1,-56.08,-22.22
2165,ffffffff,1,31.38,20.75
2166,ffffffff,1,-48.22,-19.19
2167,ffffffff,1,-20.31,-5.4
2168,ffffffff,1,-45.72,-18.01
2169,ffffffff,1,-8.54,1.28
2170,ffffffff,1,-60.83,-23.48
2171,ffffffff,1,-69.26,-25.76
2172,ffffffff,1,18.71,15.63
2173,ffffffff,1,-7.75,1.77
2174,ffffffff,1,-25.81,-8.28
2175,ffffffff,1,15.03,13.95
2176,ffffffff,1,15.03,13.95
2177,ffffffff,1,-63.94,-24.26
2178,ffffffff,1,-72.3,-26.36
2179,ffffffff,1,-33.29,-11.9
2180,ffffffff,1,-49.01,-19
2181,ffffffff,1,-69.16,-25.51
2182,ffffffff,1,-44.88,-17.24
2183,ffffffff,1,-41.53,-15.74
2184,ffffffff,1,-12.26,-0.37
2185,ffffffff,1,-6.8,2.76
2186,ffffffff,1,-49.43,-18.95
2187,ffffffff,1,-71.57,-25.92
2188,ffffffff,1,17.18,15.3
2189,ffffffff,1,0.42,6.84
2190,ffffffff,1,-9.08,1.6
2191,ffffffff,1,-16.25,-2.44
2192,ffffffff,1,-53.3,-20.4
2193,ffffffff,1,-10.92,0.63
2194,ffffffff,1,-95.8,-29.19
2195,ffffffff,1,-34.41,-12.05
2196,ffffffff,1,-91.36,-28.89
2197,ffffffff,1,-8.22,2.19
2198,ffffffff,1,-14.13,-1.12
2199,ff0000ff,1,-15.81,-2.06
2200,ffffffff,1,-53.82,-20.4
2201,ffffffff,1,25.57,19.01
2202,ffffffff,1,-32.58,-10.95
2203,ffffffff,1,-67.37,-24.63
2204,ffffffff,1,-77.28,-26.9
2205,ffffffff,1,-34.32,-11.77
2206,ffffffff,1,-53.21,-20.02
2207,ffffffff,1,-12.07,0.42
2208,ffffffff,1,-19.1,-3.5
2209,ffffffff,1,34.84,22.46
2210,ffffffff,1,-30.74,-9.75
2211,ffffffff,1,-72.67,-25.77
2212,ffffffff,1,-83.3,-27.68
2213,ffffffff,1,-44.88,-16.35
2214,ffffffff,1,-12.85,0.24
2215,ffffffff,1,26.97,19.81
2216,ffffffff,1,-8.85,2.52
2217,ffffffff,1,3.19,9.05
2218,ffffffff,1,-31.99,-10.05
2219,ffffffff,1,-2.72,5.92
2220,ffffffff,1,-11.8,0.92
2221,ffffffff,1,-99.01,-29
2222,ffffffff,1,-16.49,-1.55
2223,ffffffff,1,-14.51,-0.4
2224,ffffffff,1,-32.83,-10.27
2225,ffffffff,1,-50.86,-18.52
2226,ffffffff,1,-56.31,-20.57
2227,ffffffff,1,-34.4,-10.98
2228,ffffffff,1,12.45,13.89
2229,ffffffff,1,-17.71,-2.04
2230,ffffffff,1,-7.72,3.5
2231,ffffffff,1,-23.42,-5.13
2232,ffffffff,1,-25.02,-5.94
2233,ffffffff,1,-29.27,-8.21
2234,ffffffff,1,-33.24,-10.23
2235,ffffffff,1,-13.71,0.3
2236,ffffffff,1,-27.81,-7.36
2237,ffffffff,1,-37,-12.07
2238,ffffffff,1,24.41,19.12
2239,ffffffff,1,12.34,13.97
2240,ffffffff,1,-7.99,3.53
2241,ffffffff,1,-18.04,-2.03
2242,ffffffff,1,-47.51,-16.84
2243,ffffffff,1,-45.81,-16.09
2244,ffffffff,1,-41.37,-14.02
2245,ffffffff,1,-95.31,-28.65
2246,ffffffff,1,-27.94,-7.3
2247,ffffffff,1,-20.16,-2.99
2248,ffffffff,1,-22.7,-4.38
2249,ffffffff,1,-44.13,-15.15
2250,ffffffff,1,-16.59,-0.94
2251,ffffffff,1,-24.47,-5.23
2252,ffffffff,1,-56.9,-20.22
2253,ffffffff,1,-16.37,-0.67
2254,ffffffff,1,-50.04,-17.38
2255,ffffffff,1,-38.79,-12.33
2256,ffffffff,1,-62.35,-21.89
2257,ffffffff,1,24.65,19.54
2258,ffffffff,1,-13.88,0.92
2259,ffffffff,1,-21.14,-3.07
2260,ffffffff,1,-44.48,-14.89
2261,ffffffff,1,-105.75,-28.8
2262,ffffffff,1,-66.6,-23.14
2263,ffffffff,1,-65.05,-22.61
2264,ffffffff,1,18.86,17.33
2265,ffffffff,1,-64.56,-22.43
2266,ffffffff,1,-47.52,-16.05
2267,ffffffff,1,-37.7,-11.47
2268,ffffffff,1,-42.91,-13.9
2269,ffffffff,1,-16.36,-0.12
2270,ffffffff,1,-36.99,-11.05
2271,ffffffff,1,-48.51,-16.27
2272,ffffffff,1,-3.28,7.06
2273,ffffffff,1,-36.36,-10.59
2274,ffffffff,1,-88.17,-27.47
2275,ffffffff,1,-31.97,-8.34
2276,ffffffff,1,-19,-1.32
2277,ffffffff,1,-13.76,1.63
2278,ffffffff,1,-81.05,-26.2
2279,ffffffff,1,-61.81,-21.04
2280,ffffffff,1,-27.47,-5.63
2281,ffffffff,1,-78.49,-25.58
2282,ffffffff,1,-57.52,-19.43
2283,ffffffff,1,-102.28,-28.49
2284,ffffffff,1,-40.17,-11.94
2285,ffffffff,1,35.86,23.58
2286,ffffffff,1,-9.72,4.17
2287,ffffffff,1,-18.48,-0.56
2288,ffffffff,1,-61.63,-20.78
2289,ffffffff,1,14.65,16.17
2290,ffffffff,1,-76.8,-25.01
2291,ffffffff,1,21.37,19
2292,ffffffff,1,-26.36,-4.52
2293,ffffffff,1,23.47,19.78
2294,ffffffff,1,-46.06,-14.27
2295,ffffffff,1,-33.93,-8.37
2296,ffffffff,1,-61.03,-20.24
2297,ffffffff,1,-3.5,7.85
2298,ffffffff,1,-25.68,-4.03
2299,ffffffff,1,-25.67,-4.03
2300,ffffffff,1,-21.9,-1.97
2301,ffffffff,1,-38.67,-10.63
2302,ffffffff,1,-15.66,1.56
2303,ffffffff,1,-43.47,-12.83
2304,ffffffff,1,-9.28,5.07
2305,ffffffff,1,-40.25,-11.22
2306,ffffffff,1,-47.89,-14.78
2307,ffffffff,1,-59.47,-19.45
2308,ffffffff,1,-16.91,1.06
2309,ffffffff,1,-41.58,-11.8
2310,ffffffff,1,-23.63,-2.55
2311,ffffffff,1,-53.44,-17.04
2312,ffffffff,1,-28.6,-5.12
2313,ffffffff,1,-30.78,-6.25
2314,ffffffff,1,12.64,15.89
2315,ffffffff,1,-27.97,-4.66
2316,ffffffff,1,-64.46,-20.96
2317,ffffffff,1,-33.48,-7.48
2318,ffffffff,1,-56.62,-18.07
2319,ffffffff,1,-1.17,9.64
2320,ffffffff,1,-85.18,-26.16
2321,ffffffff,1,-37.13,-9.23
2322,ffffffff,1,-80.64,-25.23
2323,ffffffff,1,-68.16,-21.95
2324,ffffffff,1,-31.45,-6.2
2325,ffffffff,1,-34.21,-7.62
2326,ffffffff,1,-81.21,-25.29
2327,ffffffff,1,-29.38,-5.05
2328,ffffffff,1,-36.86,-8.89
2329,ffffffff,1,-62.91,-20.13
2330,ffffffff,1,-12.06,4.26
2331,ffffffff,1,23.03,20.19
2332,ffffffff,1,-3.15,8.92
2333,ffffffff,1,-27.59,-4.02
2334,ffffffff,1,-29.9,-5.25
2335,ffffffff,1,-30.41,-5.5
2336,ffffffff,1,-87.59,-26.42
2337,ffffffff,1,-93.28,-27.23
2338,ffffffff,1,11.8,15.95
2339,ffffffff,1,-6.37,7.41
2340,ffffffff,1,-15.9,2.41
2341,ffffffff,1,-81.36,-25.19
2342,ffffffff,1,-21.14,-0.38
2343,ffffffff,1,-12.42,4.35
2344,ffffffff,1,-34.52,-7.39
2345,ffffffff,1,-89.52,-26.63
2346,ffffffff,1,45.48,26.15
2347,ffffffff,1,-28.58,-4.27
2348,ffffffff,1,-76.45,-23.97
2349,ffffffff,1,-54,-16.46
2350,ffffffff,1,48.25,26.61
2351,ffffffff,1,-20.58,0.1
2352,ffffffff,1,-100.35,-27.82
2353,ffffffff,1,-65.88,-20.76
2354,ffffffff,1,-93.01,-27.04
2355,ffffffff,1,-28.04,-3.72
2356,ffffffff,1,-36.66,-8.21
2357,ffffffff,1,-36.66,-8.21
2358,ffffffff,1,-36.66,-8.21
2359,ffffffff,1,-46.2,-12.78
2360,ffffffff,1,-93.47,-27.04
2361,ffffffff,1,-60.64,-18.76
2362,ffffffff,1,-22.47,-0.58
2363,ffffffff,1,43.71,25.92
2364,ffffffff,1,-60.47,-18.59
2365,ffffffff,1,39.05,25.02
2366,ffffffff,1,-15.57,3.31
2367,ffffffff,1,-39.58,-9.26
2368,ffffffff,1,-69.22,-21.47
2369,ffffffff,1,-87.08,-25.9
2370,ffffffff,1,-20.62,0.68
2371,ffffffff,1,-16.55,2.93
2372,ffffffff,1,-1.72,10.52
2373,ffffffff,1,-42.42,-10.51
2374,ffffffff,1,-20.2,1.04
2375,ffffffff,1,-20.44,0.95
2376,ffffffff,1,20.03,19.75
2377,ffffffff,1,-100.04,-27.55
2378,ffffffff,1,-20.39,1.14
2379,ffffffff,1,-41.81,-10.01
2380,ffffffff,1,-56.17,-16.46
2381,ffffffff,1,-38.02,-8.05
2382,ffffffff,1,-26.43,-2.02
2383,ffffffff,1,-1.32,11
2384,ffffffff,1,-78.81,-23.84
2385,ffffffff,1,-24.3,-0.75
2386,ffffffff,1,-36.01,-6.9
2387,ffffffff,1,-52.11,-14.53
2388,ffffffff,1,-63.53,-19.1
2389,ffffffff,1,-85.89,-25.36
2390,ffffffff,1,-69.2,-21.01
2391,ffffffff,1,-18.32,2.55
2392,ffffffff,1,-40.85,-9.17
2393,ffffffff,1,-65.23,-19.61
2394,ffffffff,1,26.13,22.04
2395,ffffffff,1,-31.99,-4.52
2396,ffffffff,1,36.91,24.82
2397,ffffffff,1,-60.46,-17.68
2398,ffffffff,1,-6.04,9.13
2399,ffffffff,1,-66.04,-19.72
2400,ffffffff,1,-80.56,-24
2401,ffffffff,1,45.41,26.41
2402,ffffffff,1,21.39,20.64
2403,ffffffff,1,-49.92,-13.18
2404,ffffffff,1,-24.3,-0.23
2405,ffffffff,1,3.48,13.78
2406,ffffffff,1,-22.21,1
2407,ffffffff,1,-67.03,-19.88
2408,ffffffff,1,-95.48,-26.71
2409,ffffffff,1,-30.29,-3.19
2410,ffffffff,1,-91.43,-26.05
2411,ffffffff,1,-64.69,-18.94
2412,ffffffff,1,-88.03,-25.4
2413,ffffffff,1,-27.17,-1.37
2414,ffffffff,1,-51.99,-13.68
2415,ffffffff,1,-61.29,-17.54
2416,ffffffff,1,-81.18,-23.8
2417,ffffffff,1,-9.38,8.07
2418,ffffffff,1,-35.89,-5.67
2419,ffffffff,1,4.21,14.54
2420,ffffffff,1,4.68,14.77
2421,ffffffff,1,-16.77,4.45
2422,ffffffff,1,-25.87,-0.31
2423,ffffffff,1,-48.11,-11.61
2424,ffffffff,1,-65.35,-18.84
2425,ffffffff,1,-5.47,10.17
2426,ffffffff,1,-21.71,1.9
2427,ffffffff,1,7.11,15.86
2428,ffffffff,1,-43.24,-9.23
2429,ffffffff,1,-48.69,-11.8
2430,ffffffff,1,-28.95,-1.82
2431,ffffffff,1,-64.7,-18.5
2432,ffffffff,1,-26.98,-0.75
2433,ffffffff,1,-51.82,-13.19
2434,ffffffff,1,8.54,16.55
2435,ffffffff,1,-81.93,-23.73
2436,ffffffff,1,-11.86,7.27
2437,ffffffff,1,-43.03,-8.89
2438,ffffffff,1,-6.24,10.1
2439,ffffffff,1,-9.58,8.5
2440,ffffffff,1,-33.71,-4.07
2441,ffffffff,1,-27.31,-0.65
2442,ffffffff,1,-30.03,-2.11
2443,ffffffff,1,-47.87,-11.11
2444,ffffffff,1,-66.82,-19
2445,ffffffff,1,-70.22,-20.17
2446,ffffffff,1,-65.69,-18.57
2447,ffffffff,1,-61.18,-16.78
2448,ffffffff,1,-46.69,-10.37
2449,ffffffff,1,-20.05,3.35
2450,ffffffff,1,-44.26,-9.04
2451,ffffffff,1,-71.94,-20.54
2452,ffffffff,1,0.7,13.69
2453,ffffffff,1,-6.47,10.42
2454,ffffffff,1,-26.02,0.49
2455,ffffffff,1,-53.11,-13.02
2456,ffffffff,1,-22.94,2.2
2457,ffffffff,1,-17.17,5.23
2458,ffffffff,1,-21.98,2.77
2459,ffffffff,1,8.82,17.26
2460,ffffffff,1,-59.54,-15.69
2461,ffffffff,1,-31.31,-2.08
2462,ffffffff,1,-77.12,-21.91
2463,ffffffff,1,17.47,20.41
2464,ffffffff,1,1.71,14.47
2465,ffffffff,1,-67.04,-18.47
2466,ffffffff,1,-16.16,6.02
2467,ffffffff,1,-26.21,0.8
2468,ffffffff,1,-91.21,-25.19
2469,ffffffff,1,-40.05,-6.26
2470,ffffffff,1,23.69,22.48
2471,ffffffff,1,0.65,14.24
2473,ffffffff,1,-9.54,9.63
2474,ffffffff,1,-29.28,-0.47
2475,ffffffff,1,-69.3,-18.99
2476,ffffffff,1,-76.68,-21.4
2477,ffffffff,1,21.31,21.93
2478,ffffffff,1,-20.3,4.37
2479,ffffffff,1,-28.54,0.06
2480,ffffffff,1,-6.08,11.43
2481,ffffffff,1,-52.26,-11.84
2482,ffffffff,1,-67.45,-18.13
2483,ffffffff,1,7.64,17.52
2484,ffffffff,1,-20.74,4.5
2485,ffffffff,1,19.74,21.69
2486,ffffffff,1,19.74,21.69
2487,ffffffff,1,12.74,19.47
2488,ffffffff,1,-68.31,-18.2
2489,ffffffff,1,-20.99,4.54
2490,ffffffff,1,32.2,24.88
2491,ffffffff,1,-47.22,-8.88
2492,ffffffff,1,-60.53,-14.98
2493,ffffffff,1,-57.03,-13.42
2494,ffffffff,1,-24.73,2.82
2495,ffffffff,1,-53.46,-11.72
2497,ffffffff,1,-60.11,-14.68
2498,ffffffff,1,-45.57,-7.87
2499,ffffffff,1,-16.2,7.32
2500,ffffffff,1,-61.29,-15.08
2501,ffffffff,1,-60.5,-14.73
2502,ffffffff,1,-41.42,-5.64
2503,ffffffff,1,-25.31,2.75
2504,ffffffff,1,-45.33,-7.52
2505,ffffffff,1,-102.5,-26.48
2506,ffffffff,1,-30.38,0.3
2507,ffffffff,1,-68.84,-17.84
2508,ffffffff,1,-40.53,-4.93
2509,ffffffff,1,-51.36,-10.34
2510,ffffffff,1,-67.13,-17.18
2511,ffffffff,1,33.58,25.38
2512,ffffffff,1,-3.13,13.89
2513,ffffffff,1,-81.57,-22
2514,ffffffff,1,-33.75,-1.29
2515,ffffffff,1,-81.81,-21.99
2516,ffffffff,1,5.61,17.57
2517,ffffffff,1,-31.77,-0.07
2518,ffffffff,1,-67.37,-17.02
2519,ffffffff,1,-18.26,6.96
2520,ffffffff,1,23.46,23.32
2521,ffffffff,1,-34.71,-1.52
2522,ffffffff,1,-46.21,-7.38
2523,ffffffff,1,-80.67,-21.52
2524,ffffffff,1,-84.22,-22.5
2525,ffffffff,1,-20.84,5.85
2526,ffffffff,1,-85.13,-22.65
2527,ffffffff,1,42.45,26.86
2528,ffffffff,1,-54.45,-11.07
2529,ffffffff,1,-13.38,9.76
2530,ffffffff,1,-33.34,-0.38
2531,ffffffff,1,-104.02,-26.43
2532,ffffffff,1,8.47,19.04
2533,ffffffff,1,-11.74,10.64
2534,ffffffff,1,-40.02,-3.82
2535,ffffffff,1,-48.12,-7.93
2536,ffffffff,1,-101.07,-25.98
2537,ffffffff,1,-57.51,-12.36
2538,ffffffff,1,-62.36,-14.49
2539,ffffffff,1,2.6,16.91
2540,ffffffff,1,-2.1,15.02
2541,ffffffff,1,2.17,16.79
2542,ffffffff,1,-0.38,15.77
2543,ffffffff,1,-30.25,1.44
2544,ffffffff,1,-56.11,-11.61
2545,ffffffff,1,-61.64,-14.07
2546,ffffffff,1,-74.96,-19.21
2547,ffffffff,1,2.18,16.95
2548,ffffffff,1,-76.12,-19.6
2549,ffffffff,1,-64.21,-15.02
2550,ffffffff,1,-91.92,-24.1
2551,ffffffff,1,-25.62,4.12
2552,ffffffff,1,-37.77,-2.21
2553,ffffffff,1,-80.16,-20.86
2554,ffffffff,1,-83.24,-21.76
2555,ffffffff,1,-23.33,5.42
2556,ffffffff,1,9.33,19.72
2557,ffffffff,1,7.41,19.08
2558,ffffffff,1,-66.06,-15.58
2559,ffffffff,1,-112.6,-27.21
2560,ffffffff,1,22.23,23.6
2561,ffffffff,1,21.32,23.38
2562,ffffffff,1,-90.18,-23.49
2563,ffffffff,1,-77.9,-19.89
2564,ffffffff,1,-21.51,6.67
2565,ffffffff,1,-50.2,-8.15
2566,ffffffff,1,-50.11,-8.1
2567,ffffffff,1,-57.43,-11.61
2568,ffffffff,1,9.7,20.07
2569,ffffffff,1,-10.42,12.06
2570,ffffffff,1,-38.45,-2.07
2571,ffffffff,1,-51.3,-8.62
2572,ffffffff,1,-34.27,0.15
2573,ffffffff,1,10.11,20.28
2574,ffffffff,1,-43.98,-4.85
2575,ffffffff,1,-72.22,-17.73
2576,ffffffff,1,-58.95,-12.16
2577,ffffffff,1,-34.87,-0.08
2578,ffffffff,1,-55.29,-10.4
2579,ffffffff,1,-73.67,-18.23
2580,ffffffff,1,-54.98,-10.21
2581,ffffffff,1,35.58,26.31
2582,ffffffff,1,-35.83,-0.49
2583,ffffffff,1,-54.76,-10.08
2584,ffffffff,1,-25.98,4.7
2585,ffffffff,1,8.45,19.87
2586,ffffffff,1,-2.72,15.72
2587,ffffffff,1,-83.86,-21.48
2588,ffffffff,1,-51.62,-8.39
2589,ffffffff,1,-24.61,5.62
2590,ffffffff,1,-51.44,-8.15
2591,ffffffff,1,-72.21,-17.38
2592,ffffffff,1,-89.31,-22.93
2593,ffffffff,1,-45.99,-5.34
2594,ffffffff,1,-80.38,-20.24
2595,ffffffff,1,-54.01,-9.33
2596,ffffffff,1,-48.7,-6.68
2597,ffffffff,1,-22.96,6.71
2598,ffffffff,1,-62.21,-13.03
2599,ffffffff,1,-40.85,-2.49
2600,ffffffff,1,1.36,17.72
2601,ffffffff,1,-10.09,13.07
2602,ffffffff,1,-101.74,-25.53
2603,ffffffff,1,-53.48,-8.71
2604,ffffffff,1,-65.63,-14.29
2605,ffffffff,1,-10.31,13.14
2606,ffffffff,1,-26.95,5.06
2607,ffffffff,1,-55.73,-9.7
2608,ffffffff,1,-78.6,-19.29
2609,ffffffff,1,53.78,27.72
2610,ffffffff,1,-30.58,3.31
2611,ffffffff,1,-58.42,-10.91
2612,ffffffff,1,-65.83,-14.26
2613,ffffffff,1,-27.3,5.08
2614,ffffffff,1,-58.12,-10.67
2615,ffffffff,1,-19.48,9.16
2616,ffffffff,1,-56.55,-9.82
2617,ffffffff,1,35.44,26.67
2618,ffffffff,1,-59.83,-11.33
2619,ffffffff,1,-64.61,-13.49
2620,ffffffff,1,-4.3,16.06
2621,ffffffff,1,-61.72,-12.16
2622,ffffffff,1,-38.72,-0.48
2623,ffffffff,1,-53.19,-7.94
2624,ffffffff,1,-41.43,-1.85
2625,ffffffff,1,-51.93,-7.21
2626,ffffffff,1,-75.83,-17.88
2627,ffffffff,1,-42.17,-2.15
2628,ffffffff,1,-53.72,-8.03
2629,ffffffff,1,-29.8,4.47
2630,ffffffff,1,-12.18,13.06
2631,ffffffff,1,-18.17,10.35
2632,ffffffff,1,-20.37,9.28
2633,ffffffff,1,-29.17,4.86
2634,ffffffff,1,-85.81,-21.16
2635,ffffffff,1,-19.18,9.91
2636,ffffffff,1,-35.32,1.71
2637,ffffffff,1,-59.58,-10.71
2638,ffffffff,1,-86.49,-21.37
2639,ffffffff,1,-39.22,-0.28
2640,ffffffff,1,-56.62,-9.23
2641,ffffffff,1,-64.21,-12.77
2642,ffffffff,1,23.44,25
2643,ffffffff,1,-7.43,15.32
2644,ffffffff,1,15.93,23.36
2645,ffffffff,1,10.75,21.93
2646,ffffffff,1,-59.17,-10.27
2647,ffffffff,1,-26.1,6.77
2648,ffffffff,1,-38.01,0.61
2649,ffffffff,1,-24.5,7.65
2650,ffffffff,1,-15.75,11.9
2651,ffffffff,1,-23.04,8.42
2652,ffffffff,1,-81.54,-19.48
2653,ffffffff,1,-55.55,-8.23
2654,ffffffff,1,-33.08,3.55
2655,ffffffff,1,-39.11,0.38
2656,ffffffff,1,-43.36,-1.85
2657,ffffffff,1,-48.25,-4.41
2658,ffffffff,1,-73.77,-16.43
2659,ffffffff,1,-13.94,13.01
2660,ffffffff,1,-2.69,17.78
2661,ffffffff,1,-89.21,-21.79
2662,ffffffff,1,-98.61,-24.22
2663,ffffffff,1,-26.32,7.31
2664,ffffffff,1,-54.11,-7.07
2665,ffffffff,1,-3.24,17.84
2666,ffffffff,1,-72.87,-15.72
2667,ffffffff,1,-74.09,-16.22
2668,ffffffff,1,-74.09,-16.22
2669,ffffffff,1,-8.89,15.66
2670,ffffffff,1,-44.05,-1.69
2671,ffffffff,1,-14.08,13.47
2672,ffffffff,1,-79.91,-18.41
2673,ffffffff,1,-3.48,17.94
2674,ffffffff,1,-89.54,-21.6
2675,ffffffff,1,0.06,19.28
2676,ffffffff,1,-30.33,5.72
2677,ffffffff,1,-65.85,-12.42
2678,ffffffff,1,-44.71,-1.79
2679,ffffffff,1,-45.68,-2.32
2680,ffffffff,1,-62.08,-10.59
2681,ffffffff,1,36.59,27.42
2682,ffffffff,1,-28.11,7.03
2683,ffffffff,1,-87.11,-20.73
2684,ffffffff,1,-20.47,10.86
2685,ffffffff,1,-69.27,-13.81
2686,ffffffff,1,-56.97,-7.94
2687,ffffffff,1,-80.76,-18.47
2688,ffffffff,1,-58.52,-8.66
2689,ffffffff,1,-111.11,-26.4
2690,ffffffff,1,-56.01,-7.34
2691,ffffffff,1,-71.72,-14.63
2692,ffffffff,1,-15.71,13.46
2693,ffffffff,1,-58.42,-8.27
2694,ffffffff,1,-44.17,-0.78
2695,ffffffff,1,-56.34,-7.13
2696,ffffffff,1,1.73,20.46
2697,ffffffff,1,-7.22,17.2
2698,ffffffff,1,-82.46,-18.75
2699,ffffffff,1,-49.42,-3.44
2700,ffffffff,1,-10.51,15.96
2701,ffffffff,1,-38.85,2.23
2702,ffffffff,1,-70.69,-13.83
2703,ffffffff,1,14.2,24.18
2704,ffffffff,1,-57.5,-7.48
2705,ffffffff,1,-51.68,-4.43
2706,ffffffff,1,-13.21,15.11
